data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.cpg	5	141201777	1	3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824
data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.shp	17976440	141201778	1	81226b55ea4a4febaf4a260f9600ce590fc4662a6f593ecb8602730679c66366
data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.shx	62900	141201779	1	d4ce007df770237b8cd1ed967dd6e479c73794b371b851eba6886deea79659d6
data/admin/VGD_Oesterreich_gen_50_20221002/VGD_50_generalisiert.dbf	3431060	141201780	1	1371e1e488860f16f0175f411a8b2ed726407b5d7a93ecd575a711efed0099b2
data/widmung/wien/genflwidmung_wien.geojson	43073955	141201781	1	6b77a3105704ea1bd6b424b2d2c8e76579a643a76ca74701287a65308b506ba7
data/widmung/kaernten/flawi_ktn_gpkg.zip	148945885	141201782	1	d005c7f7fd6f25d0c5040e9d8abb61411dc9d21cd139a4260bfe6cb9997af3a3
data/widmung/steiermark/Flaewi.shp.zip	960648385	141201783	1	a515a374f3446c5642c7eb5e55d4ce8df1c76ffd5c56a89da44dd83d9ffea041
data/widmung/steiermark/Bauland.zip	44255765	141201793	1	6e71b110827e19af56971bfe8081238df78ffc3af6f2f6bf3405e1b0ec6aef76
data/widmung/burgenland/WIDMUNGSFLAECHEN.zip	49837918	141201794	1	593b8184ba88e2ae66cc115857bea5a34008cfffbc142acc41f5108fbe6f113d
data/widmung/oberoesterreich/FLWI_WIDMUNGEN_F.zip	144881547	141201795	1	0fd90a01250a4760c0f39b0e58c05dd365d2f4a9ee2e0c02c4ad04c13b2df464
data/widmung/vorarlberg/fwp_flaeche.gpkg	151322624	141201797	1	caa279f095783838ce316e4d319535ba11185d40bd1e7780483400ceafb7a6be
data/widmung/niederoesterreich/RRU_WI_HUELLE.gpkg	115216384	141201802	1	c89bfe9b8a48ccd525b5d6655c36e0a2a53df4553769ae7ca51af948b61fbce5
data/widmung/salzburg/Flaechenwidmung_Shapefile.zip	31295277	141201804	1	b3d57d75ac87bf887ae652927e69c70af14465a59dcc411275dd90a8ff62fdb7
data/widmung/tirol/FLW_Flaechenwidmung_270349538825189369.gpkg	111464448	141201805	1	8038622bf14e2ffee38db906925aeae3e44b54adf5902a498e21e2165a11b225
